Label,GlassNr,Time,SensorNr,Identifier,Interval,Measurement,Iteration
Nersalen LPDE,1,446522,3,Upper,1,1135569.75,1
Nersalen LPDE,1,446541,4,Upper,1,1061414.87,1
Nersalen LPDE,1,446561,5,Upper,1,1105234.75,1
Nersalen LPDE,1,446569,6,Upper,1,929219.63,1
Nersalen LPDE,1,446578,7,Upper,1,908808.50,1
Nersalen LPDE,1,446586,0,Upper,2,955223.87,1
Nersalen LPDE,1,446595,1,Upper,2,1268504.12,1
Nersalen LPDE,1,446603,2,Upper,2,927956.50,1
Nersalen LPDE,1,446612,3,Upper,2,1128996.75,1
Nersalen LPDE,1,446620,4,Upper,2,1079030.50,1
Nersalen LPDE,1,446629,5,Upper,2,1116076.25,1
Nersalen LPDE,1,446637,6,Upper,2,931756.12,1
Nersalen LPDE,1,446646,7,Upper,2,905793.88,1
Nersalen LPDE,1,446654,0,Upper,3,934306.56,1
Nersalen LPDE,1,446663,1,Upper,3,1257985.25,1
Nersalen LPDE,1,446671,2,Upper,3,916126.12,1
Nersalen LPDE,1,446680,3,Upper,3,1134626.00,1
Nersalen LPDE,1,446688,4,Upper,3,1057305.12,1
Nersalen LPDE,1,446697,5,Upper,3,1106130.12,1
Nersalen LPDE,1,446705,6,Upper,3,929219.63,1
Nersalen LPDE,1,446714,7,Upper,3,914898.37,1
Nersalen LPDE,1,446722,0,Upper,4,940096.37,1
Nersalen LPDE,1,446731,1,Upper,4,1252216.50,1
Nersalen LPDE,1,446739,2,Upper,4,917974.00,1
Nersalen LPDE,1,446748,3,Upper,4,1118820.00,1
Nersalen LPDE,1,446756,4,Upper,4,1054854.50,1
Nersalen LPDE,1,446765,5,Upper,4,1107027.00,1
Nersalen LPDE,1,446773,6,Upper,4,927956.50,1
Nersalen LPDE,1,446782,7,Upper,4,903396.56,1
Nersalen LPDE,1,446790,0,Upper,5,936871.00,1
Nersalen LPDE,1,446799,1,Upper,5,1253366.00,1
Nersalen LPDE,1,446807,2,Upper,5,913673.87,1
Nersalen LPDE,1,446816,3,Upper,5,1128996.75,1
Nersalen LPDE,1,446824,4,Upper,5,1047570.31,1
Nersalen LPDE,1,446833,5,Upper,5,1105234.75,1
Nersalen LPDE,1,446841,6,Upper,5,933667.63,1
Nersalen LPDE,1,446850,7,Upper,5,898639.75,1
Nersalen LPDE,1,446858,0,Upper,6,929219.63,1
Nersalen LPDE,1,446867,1,Upper,6,1252216.50,1
Nersalen LPDE,1,446875,2,Upper,6,915511.88,1
Nersalen LPDE,1,446884,3,Upper,6,1127132.62,1
Nersalen LPDE,1,446892,4,Upper,6,1057305.12,1
Nersalen LPDE,1,446901,5,Upper,6,1100779.37,1
Nersalen LPDE,1,446909,6,Upper,6,927326.25,1
Nersalen LPDE,1,446918,7,Upper,6,900417.69,1
Nersalen LPDE,1,446926,0,Upper,7,936871.00,1
Nersalen LPDE,1,446935,1,Upper,7,1246500.25,1
Nersalen LPDE,1,446943,2,Upper,7,912452.69,1
Nersalen LPDE,1,446952,3,Upper,7,1113346.00,1
Nersalen LPDE,1,446960,4,Upper,7,1050795.25,1
Nersalen LPDE,1,446969,5,Upper,7,1103448.25,1
Nersalen LPDE,1,446977,6,Upper,7,916126.12,1
Nersalen LPDE,1,446986,7,Upper,7,899824.25,1
Nersalen LPDE,1,446994,0,Upper,8,929219.63,1
Nersalen LPDE,1,447003,1,Upper,8,1239709.50,1
Nersalen LPDE,1,447011,2,Upper,8,913062.88,1
Nersalen LPDE,1,447020,3,Upper,8,1119737.50,1
Nersalen LPDE,1,447028,4,Upper,8,1053227.00,1
Nersalen LPDE,1,447037,5,Upper,8,1096359.75,1
Nersalen LPDE,1,447045,6,Upper,8,914285.69,1
